,region_code,region_name,geo_code,geo_name,board_number,list_code,list_name,political_color,lead,position,gender,surname,name,birth_surname,birth_name,birthday,occupation,age
17532,2,Martinique,ZB2, Nord,3,14,ANSAM POU PEYI NOU,LREG,Non,1,M,NADEAU,Marcellin,NADEAU,Marcelin,1962-02-11,Cadre de la fonction publique,59.28
17533,2,Martinique,ZB2, Nord,3,14,ANSAM POU PEYI NOU,LREG,Non,2,F,KECLARD-MONDESIR,Manuela,KECLARD,Manuela,1971-06-05,Cadre de la fonction publique,49.97
17534,2,Martinique,ZB2, Nord,3,14,ANSAM POU PEYI NOU,LREG,Non,3,M,MARTINE,Raphaël,MARTINE,Raphaël,1953-02-03,Ancienne profession intermédiaire,68.3
17535,2,Martinique,ZB2, Nord,3,14,ANSAM POU PEYI NOU,LREG,Non,4,F,RENARD,Nadine,RENARD,Nadine,1973-06-26,Profession libérale,47.91
17536,2,Martinique,ZB2, Nord,3,14,ANSAM POU PEYI NOU,LREG,Non,5,M,SAINTE-ROSE-ROSEMOND,Franck,SAINTE-ROSE-ROSEMOND,Franck,1969-04-05,Cadre de la fonction publique,52.13
17537,2,Martinique,ZB2, Nord,3,14,ANSAM POU PEYI NOU,LREG,Non,6,F,SABINE,Jocelyne,SABINE,Jocelyne,1950-07-29,Ancien cadre,70.82
17538,2,Martinique,ZB2, Nord,3,14,ANSAM POU PEYI NOU,LREG,Non,7,M,GRIFFIT,Louis-Georges,GRIFFIT,Louis-Georges,1972-07-29,Cadre de la fonction publique,48.82
17539,2,Martinique,ZB2, Nord,3,14,ANSAM POU PEYI NOU,LREG,Non,8,F,YERRO,Cynthia,YERRO,Cynthia,1992-07-16,Profession intermédiaire administrative et commerciale des entreprises,28.85
17540,2,Martinique,ZB2, Nord,3,14,ANSAM POU PEYI NOU,LREG,Non,9,M,CAPRON,Kévin,CAPRON,Kévin,1992-03-10,Profession libérale,29.2
17541,2,Martinique,ZB2, Nord,3,14,ANSAM POU PEYI NOU,LREG,Non,10,F,SAINT-AIME,Sandrine,SAINT-AIME,Sandrine,1973-02-19,Profession libérale,48.26
17542,2,Martinique,ZB2, Nord,3,14,ANSAM POU PEYI NOU,LREG,Non,11,M,DULEME,Jean-François Elie,DULEME,Jean-François,1964-08-17,Employé civil et agent de service de la fonction publique,56.77
17543,2,Martinique,ZB2, Nord,3,14,ANSAM POU PEYI NOU,LREG,Non,12,F,ALIKER,Christine,ALIKER,Christine,1953-08-09,Ancienne profession intermédiaire,67.79
17544,2,Martinique,ZB2, Nord,3,14,ANSAM POU PEYI NOU,LREG,Non,13,M,ANNONAY,Guy,ANNONAY,Guy,1950-08-23,Ancien cadre,70.75
17545,2,Martinique,ZB2, Nord,3,14,ANSAM POU PEYI NOU,LREG,Non,14,F,JEAN-ANGELE HAMADENE,Nadia,JEAN-ANGELE,Nadia,1964-12-03,Profession intermédiaire de la santé et du travail social,56.47
17546,2,Martinique,ZB2, Nord,3,14,ANSAM POU PEYI NOU,LREG,Non,15,M,ESPARTERO,Jacky Timothée,ESPARTERO,Jacky,1954-01-24,Ancien employé,67.33
17547,2,Martinique,ZB2, Nord,3,14,ANSAM POU PEYI NOU,LREG,Non,16,F,AGASTA,Youly,AGASTA,Youly,1976-12-26,"Professeur, profession scientifique",44.41
17548,2,Martinique,ZB3, Fort-de-France,3,14,ANSAM POU PEYI NOU,LREG,Non,1,F,MOURIESSE,Pascale,MOURIESSE,Pascale,1965-08-03,Profession libérale,55.81
17549,2,Martinique,ZB3, Fort-de-France,3,14,ANSAM POU PEYI NOU,LREG,Non,2,M,MALOUDA,Noé,MALOUDA,Noé,1959-12-26,"Professeur, profession scientifique",61.41
17550,2,Martinique,ZB3, Fort-de-France,3,14,ANSAM POU PEYI NOU,LREG,Non,3,F,TOUL,Marie-France,TOUL,Marie-France,1965-02-27,Profession intermédiaire administrative de la fonction publique,56.24
17551,2,Martinique,ZB3, Fort-de-France,3,14,ANSAM POU PEYI NOU,LREG,Non,4,M,BARCLAY,Jean-René,BARCLAY,Jean-René,1964-10-24,Cadre administratif et commercial d'entreprise,56.58
17552,2,Martinique,ZB3, Fort-de-France,3,14,ANSAM POU PEYI NOU,LREG,Non,5,F,LESDEMA,Marie-Line,PIQUIONNE,Marie-Line,1960-05-07,Ingénieur et cadre technique d'entreprise,61.05
17553,2,Martinique,ZB3, Fort-de-France,3,14,ANSAM POU PEYI NOU,LREG,Non,6,M,JOSEPH,Yves-André,JOSEPH,Yves-André,1953-03-04,Commerçant et assimilé,68.22
17554,2,Martinique,ZB3, Fort-de-France,3,14,ANSAM POU PEYI NOU,LREG,Non,7,F,JOS,Nathalie,JOS,Nathalie,1966-11-24,"Profession de l'information, des arts et des spectacles",54.5
17555,2,Martinique,ZB3, Fort-de-France,3,14,ANSAM POU PEYI NOU,LREG,Non,8,M,GROMAT,Georges Dit Joko,GROMAT,Albert,1962-10-09,Artisan,58.62
17556,2,Martinique,ZB3, Fort-de-France,3,14,ANSAM POU PEYI NOU,LREG,Non,9,F,PRIVAT,Laëtitia,PRIVAT,Laëtitia,1980-07-25,Cadre administratif et commercial d'entreprise,40.83
17557,2,Martinique,ZB3, Fort-de-France,3,14,ANSAM POU PEYI NOU,LREG,Non,10,M,RENARD,Thierry,RENARD,Thierry,1965-04-10,"Professeur, profession scientifique",56.12
17558,2,Martinique,ZB3, Fort-de-France,3,14,ANSAM POU PEYI NOU,LREG,Non,11,F,ULRIC,Yvonne,ULRIC,Yvonne,1953-05-03,Artisan,68.06
17559,2,Martinique,ZB3, Fort-de-France,3,14,ANSAM POU PEYI NOU,LREG,Non,12,M,ETILE,Hervé,ETILE,Hervé,1968-07-03,Profession libérale,52.89
17560,2,Martinique,ZB3, Fort-de-France,3,14,ANSAM POU PEYI NOU,LREG,Non,13,F,AUGUSTIN,Lijy,AUGUSTIN,Lijy,1977-12-01,Employé civil et agent de service de la fonction publique,43.48
17561,2,Martinique,ZB3, Fort-de-France,3,14,ANSAM POU PEYI NOU,LREG,Non,14,M,ORA,Jean-Panel,ORA,Jean-Panel,1984-06-11,Personne diverse sans activité professionnelle de moins de 60 ans (sauf retraité),36.95
17562,2,Martinique,ZB3, Fort-de-France,3,14,ANSAM POU PEYI NOU,LREG,Non,15,F,MARINE,Daniella,MARINE,Daniella,1972-03-05,"Ouvrier qualifié de la manutention, du magasinage et du transport",49.22
17563,2,Martinique,ZB4, Sud,3,14,ANSAM POU PEYI NOU,LREG,Oui,1,M,NILOR,Jean-Philippe,NILOR,Jean-Philippe,1965-05-15,Personne diverse sans activité professionnelle de moins de 60 ans (sauf retraité),56.02
17564,2,Martinique,ZB4, Sud,3,14,ANSAM POU PEYI NOU,LREG,Non,2,F,NELLA,Aurélie,NELLA,Aurélie,1985-04-05,Employé administratif d'entreprise,36.13
17565,2,Martinique,ZB4, Sud,3,14,ANSAM POU PEYI NOU,LREG,Non,3,M,BEAUNOL,Jean-François Emmanuel,BEAUNOL,Jean-François,1962-12-30,Cadre administratif et commercial d'entreprise,58.4
17566,2,Martinique,ZB4, Sud,3,14,ANSAM POU PEYI NOU,LREG,Non,4,F,HENDERSON,Christelle,MOUCLE,Christelle,1978-02-02,"Professeur des écoles, instituteur et assimilé",43.3
17567,2,Martinique,ZB4, Sud,3,14,ANSAM POU PEYI NOU,LREG,Non,5,M,CLEON,Georges,CLEON,Daniel,1950-03-01,Ancien cadre,71.23
17568,2,Martinique,ZB4, Sud,3,14,ANSAM POU PEYI NOU,LREG,Non,6,F,BONNAIRE,Michelle,BONNAIRE,Michelle,1974-08-10,Technicien,46.79
17569,2,Martinique,ZB4, Sud,3,14,ANSAM POU PEYI NOU,LREG,Non,7,M,TOUSSAY,Hugues,TOUSSAY,Hugues,1971-10-12,"Professeur des écoles, instituteur et assimilé",49.62
17570,2,Martinique,ZB4, Sud,3,14,ANSAM POU PEYI NOU,LREG,Non,8,F,PLANTIN,Maryse,PLANTIN,Maryse,1957-10-03,Ancien employé,63.64
17571,2,Martinique,ZB4, Sud,3,14,ANSAM POU PEYI NOU,LREG,Non,9,M,LOUIS-REGIS,Denis,LOUIS-REGIS,Denis,1973-10-30,Ingénieur et cadre technique d'entreprise,47.56
17572,2,Martinique,ZB4, Sud,3,14,ANSAM POU PEYI NOU,LREG,Non,10,F,BOISNOIR,Aurélie,BOISNOIR,Aurélie,1990-01-24,"Professeur, profession scientifique",31.33
17573,2,Martinique,ZB4, Sud,3,14,ANSAM POU PEYI NOU,LREG,Non,11,M,FERDINAND,Jérémie,FERDINAND,Jérémie,1989-04-21,Profession intermédiaire administrative de la fonction publique,32.09
17574,2,Martinique,ZB4, Sud,3,14,ANSAM POU PEYI NOU,LREG,Non,12,F,ELISABETH,Yasmina,ELISABETH,Yasmina,1995-05-04,Profession libérale,26.06
17575,2,Martinique,ZB4, Sud,3,14,ANSAM POU PEYI NOU,LREG,Non,13,M,ROSILLETTE,Roland,ROSILLETTE,Roland,1962-11-09,Cadre administratif et commercial d'entreprise,58.54
17576,2,Martinique,ZB4, Sud,3,14,ANSAM POU PEYI NOU,LREG,Non,14,F,JOACHIM,Maguy,JOACHIM,Maguy,1962-05-09,Profession intermédiaire de la santé et du travail social,59.04
17577,2,Martinique,ZB4, Sud,3,14,ANSAM POU PEYI NOU,LREG,Non,15,M,BESSARD,Michel-Henri,BESSARD,Michel-Henri,1960-07-02,Profession intermédiaire administrative de la fonction publique,60.89
17578,2,Martinique,ZB4, Sud,3,14,ANSAM POU PEYI NOU,LREG,Non,16,F,BERISSON,Anne,BERISSON,Anne,1961-02-03,Personne diverse sans activité professionnelle de 60 ans et plus (sauf retraité),60.3
17579,2,Martinique,ZB1, Centre,4,8,RENAISSANCE MARTINIQUE,LMDM,Non,1,M,GRABIN,Florent,GRABIN,Clément,1950-11-24,Chef d'entreprise de 10 salariés ou plus,70.5
17580,2,Martinique,ZB1, Centre,4,8,RENAISSANCE MARTINIQUE,LMDM,Non,2,F,FERREIRA,Otilia,FERREIRA,Otilia,1957-12-05,Profession libérale,63.47
17581,2,Martinique,ZB1, Centre,4,8,RENAISSANCE MARTINIQUE,LMDM,Non,3,M,DE REYNAL,Emmanuel,DE REYNAL,Emmanuel,1965-10-09,Chef d'entreprise de 10 salariés ou plus,55.62
17582,2,Martinique,ZB1, Centre,4,8,RENAISSANCE MARTINIQUE,LMDM,Non,4,F,JOUGON,Jacqueline,FOURLIN,Bernard,1965-08-20,Profession intermédiaire administrative et commerciale des entreprises,55.76
17583,2,Martinique,ZB1, Centre,4,8,RENAISSANCE MARTINIQUE,LMDM,Non,5,M,JOSEPH-HENRI,Yvon,JOSEPH-HENRI,Yvon,1948-01-09,Ancien cadre,73.37
17584,2,Martinique,ZB1, Centre,4,8,RENAISSANCE MARTINIQUE,LMDM,Non,6,F,PAROT,Victoire,PAROT,Victoire,1958-12-18,Technicien,62.43
17585,2,Martinique,ZB1, Centre,4,8,RENAISSANCE MARTINIQUE,LMDM,Non,7,M,FOURLIN,Francky,FOURLIN,Francky,1959-04-22,Technicien,62.09
17586,2,Martinique,ZB1, Centre,4,8,RENAISSANCE MARTINIQUE,LMDM,Non,8,F,RICHOL,Ellen,RICHOL,Ellen,1973-07-13,"Professeur, profession scientifique",47.86
17587,2,Martinique,ZB1, Centre,4,8,RENAISSANCE MARTINIQUE,LMDM,Non,9,M,BROCHARD,Jérôme,BROCHARD,Jérôme,1974-12-27,Commerçant et assimilé,46.41
17588,2,Martinique,ZB1, Centre,4,8,RENAISSANCE MARTINIQUE,LMDM,Non,10,F,ANTONI,Véronique,ANTONI,Véronique,1959-08-05,Employé de commerce,61.8
17589,2,Martinique,ZB1, Centre,4,8,RENAISSANCE MARTINIQUE,LMDM,Non,11,M,GOUAIT,Julien,GOUAIT,Camille,1947-12-07,Ancien cadre,73.46
17590,2,Martinique,ZB1, Centre,4,8,RENAISSANCE MARTINIQUE,LMDM,Non,12,F,LAVIER,Linda,LAVIER,Linda,1974-02-05,Profession intermédiaire de la santé et du travail social,47.3
17591,2,Martinique,ZB1, Centre,4,8,RENAISSANCE MARTINIQUE,LMDM,Non,13,M,PERITO,Olivier,PERITO,Olivier,1976-03-16,Cadre administratif et commercial d'entreprise,45.19
17592,2,Martinique,ZB1, Centre,4,8,RENAISSANCE MARTINIQUE,LMDM,Non,14,F,EUPHROSINE,Marie-Line,EUPHROSINE,Marie-Line,1970-09-25,Profession intermédiaire de la santé et du travail social,50.66
17593,2,Martinique,ZB1, Centre,4,8,RENAISSANCE MARTINIQUE,LMDM,Non,15,M,JEAN-BAPTISTE-EDOUARD,Jean-Claude,JEAN-BAPTISTE-EDOUARD,Jean-Claude,1955-01-03,Ancienne profession intermédiaire,66.39
17594,2,Martinique,ZB1, Centre,4,8,RENAISSANCE MARTINIQUE,LMDM,Non,16,F,FRANCIL,Katia Agnès,FRANCIL,Katia,1975-01-21,Employé de commerce,46.34
17595,2,Martinique,ZB1, Centre,4,8,RENAISSANCE MARTINIQUE,LMDM,Non,17,M,VERJUT,Jean-Claude,VERJUT,Jean-Claude,1948-04-02,Chef d'entreprise de 10 salariés ou plus,73.14
17596,2,Martinique,ZB2, Nord,4,8,RENAISSANCE MARTINIQUE,LMDM,Non,1,M,CARONIQUE,Elie,CARONIQUE,Elie,1959-01-14,Technicien,62.36
17597,2,Martinique,ZB2, Nord,4,8,RENAISSANCE MARTINIQUE,LMDM,Non,2,F,GAMESS,Eline,GAMESS,Eline,1959-03-18,Profession libérale,62.18
17598,2,Martinique,ZB2, Nord,4,8,RENAISSANCE MARTINIQUE,LMDM,Non,3,M,MARAN,Raoul,MARAN,Raoul,1950-04-20,Ancien cadre,71.09
17599,2,Martinique,ZB2, Nord,4,8,RENAISSANCE MARTINIQUE,LMDM,Non,4,F,ROBINEL,Régine,ROBINEL,Régine,1972-03-19,Commerçant et assimilé,49.18
17600,2,Martinique,ZB2, Nord,4,8,RENAISSANCE MARTINIQUE,LMDM,Non,5,M,PILLOME,Bruno,PILLOME,Bruno,1966-09-18,Personnel des services directs aux particuliers,54.68
17601,2,Martinique,ZB2, Nord,4,8,RENAISSANCE MARTINIQUE,LMDM,Non,6,F,PARACLET,Françoise,JEAN-PHILIPPE,Françoise,1953-07-02,Ancien cadre,67.89
17602,2,Martinique,ZB2, Nord,4,8,RENAISSANCE MARTINIQUE,LMDM,Non,7,M,ZALI,Christophe,ZALI,Christophe,2001-02-05,"Elève, étudiant",20.3
17603,2,Martinique,ZB2, Nord,4,8,RENAISSANCE MARTINIQUE,LMDM,Non,8,F,JANVION,Joséphine,BRISSIERE,Josèphe,1948-03-19,Ancien employé,73.18
17604,2,Martinique,ZB2, Nord,4,8,RENAISSANCE MARTINIQUE,LMDM,Non,9,M,BATAILLE,Charles,BATAILLE,Charles,1970-09-19,"Contremaître, agent de maîtrise",50.68
17605,2,Martinique,ZB2, Nord,4,8,RENAISSANCE MARTINIQUE,LMDM,Non,10,F,LAUTONE,Agnès,LAUTONE,Agnès,1965-09-03,"Professeur, profession scientifique",55.72
17606,2,Martinique,ZB2, Nord,4,8,RENAISSANCE MARTINIQUE,LMDM,Non,11,M,GATEAU,Victor,GATEAU,Victor,1957-11-09,Agriculteur sur petite exploitation,63.54
17607,2,Martinique,ZB2, Nord,4,8,RENAISSANCE MARTINIQUE,LMDM,Non,12,F,ROCHAMBEAU,Giovanna,ROCHAMBEAU,Giovanna,1986-01-22,"Professeur des écoles, instituteur et assimilé",35.33
17608,2,Martinique,ZB2, Nord,4,8,RENAISSANCE MARTINIQUE,LMDM,Non,13,M,BRIDE,Yannis,BRIDE,Yannis,1976-02-01,Ingénieur et cadre technique d'entreprise,45.31
17609,2,Martinique,ZB2, Nord,4,8,RENAISSANCE MARTINIQUE,LMDM,Non,14,F,SAMATHAY,Christine,SAMATHAY,Christine,1983-08-27,Employé administratif d'entreprise,37.74
17610,2,Martinique,ZB2, Nord,4,8,RENAISSANCE MARTINIQUE,LMDM,Non,15,M,LESEL,Ayrton,LESEL,Ayrton,1999-05-17,"Elève, étudiant",22.02
17611,2,Martinique,ZB2, Nord,4,8,RENAISSANCE MARTINIQUE,LMDM,Non,16,F,PAPIN-LEPINE,Carine Angèle,PAPIN-LEPINE,Carine,1981-01-27,Employé administratif d'entreprise,40.32
17612,2,Martinique,ZB3, Fort-de-France,4,8,RENAISSANCE MARTINIQUE,LMDM,Oui,1,M,ORVILLE,Max,ORVILLE,Max-Léo,1962-06-19,"Professeur des écoles, instituteur et assimilé",58.93
17613,2,Martinique,ZB3, Fort-de-France,4,8,RENAISSANCE MARTINIQUE,LMDM,Non,2,F,SAMOT,Christelle,SAMOT,Christelle,1974-08-31,Cadre de la fonction publique,46.73
17614,2,Martinique,ZB3, Fort-de-France,4,8,RENAISSANCE MARTINIQUE,LMDM,Non,3,M,LESEL,Thierry,LESEL,Thierry,1960-11-28,Agriculteur sur petite exploitation,60.48
17615,2,Martinique,ZB3, Fort-de-France,4,8,RENAISSANCE MARTINIQUE,LMDM,Non,4,F,BALMY,Marie-Béatrice,BALMY,Marie-Béatrice,1970-11-19,Employé administratif d'entreprise,50.51
17616,2,Martinique,ZB3, Fort-de-France,4,8,RENAISSANCE MARTINIQUE,LMDM,Non,5,M,SANDRESCHI,Pierre,SANDRESCHI,Pierre,1961-09-05,Chef d'entreprise de 10 salariés ou plus,59.72
17617,2,Martinique,ZB3, Fort-de-France,4,8,RENAISSANCE MARTINIQUE,LMDM,Non,6,F,BALUSTRE,Betty,NOGIG,Betty,1964-09-21,"Professeur des écoles, instituteur et assimilé",56.67
17618,2,Martinique,ZB3, Fort-de-France,4,8,RENAISSANCE MARTINIQUE,LMDM,Non,7,M,REYNAL DE SAINT-MICHEL,Guillaume,REYNAL DE SAINT-MICHEL,Guillaume,1972-03-07,Personne diverse sans activité professionnelle de moins de 60 ans (sauf retraité),49.21
17619,2,Martinique,ZB3, Fort-de-France,4,8,RENAISSANCE MARTINIQUE,LMDM,Non,8,F,MATAR,Nicole,MATAR,Henriette,1954-06-12,Profession libérale,66.95
17620,2,Martinique,ZB3, Fort-de-France,4,8,RENAISSANCE MARTINIQUE,LMDM,Non,9,M,BRUNO,Louis,BRUNO,Louis,2002-05-02,"Elève, étudiant",19.06
17621,2,Martinique,ZB3, Fort-de-France,4,8,RENAISSANCE MARTINIQUE,LMDM,Non,10,F,JEAN-MARIE,Chantal,JEAN-MARIE,Chantal,1956-03-19,Profession intermédiaire administrative de la fonction publique,65.18
17622,2,Martinique,ZB3, Fort-de-France,4,8,RENAISSANCE MARTINIQUE,LMDM,Non,11,M,MONSORO,Vital,MONSORO,Vital,1958-04-23,Technicien,63.09
17623,2,Martinique,ZB3, Fort-de-France,4,8,RENAISSANCE MARTINIQUE,LMDM,Non,12,F,PAULA,Francette,PAULA,Francette,1963-05-09,Employé de commerce,58.04
17624,2,Martinique,ZB3, Fort-de-France,4,8,RENAISSANCE MARTINIQUE,LMDM,Non,13,M,JOX,Jérémie,JOX,Jérémie,1998-04-15,Personnel des services directs aux particuliers,23.11
17625,2,Martinique,ZB3, Fort-de-France,4,8,RENAISSANCE MARTINIQUE,LMDM,Non,14,F,ZALI,Isabelle,MOUKY,Isabelle,1975-02-08,Profession intermédiaire de la santé et du travail social,46.29
17626,2,Martinique,ZB3, Fort-de-France,4,8,RENAISSANCE MARTINIQUE,LMDM,Non,15,M,KICHENASSAMY,Paulin,KICHENASSAMY,Paulin,1945-11-10,Ancien employé,75.53
17627,2,Martinique,ZB4, Sud,4,8,RENAISSANCE MARTINIQUE,LMDM,Non,1,M,LAOUCHEZ,Maurice,LAOUCHEZ,Charles,1941-04-11,Ancien cadre,80.12
17628,2,Martinique,ZB4, Sud,4,8,RENAISSANCE MARTINIQUE,LMDM,Non,2,F,LATIF,Suzanne,LATIF,Suzanne,1957-12-25,Ancien cadre,63.41
17629,2,Martinique,ZB4, Sud,4,8,RENAISSANCE MARTINIQUE,LMDM,Non,3,M,ARDON,Josselin,ARDON,Josselin,1955-07-29,Ancien employé,65.82
17630,2,Martinique,ZB4, Sud,4,8,RENAISSANCE MARTINIQUE,LMDM,Non,4,F,RENE-CORAIL,Christelle,RENE-CORAIL,Christelle,1977-04-17,Employé civil et agent de service de la fonction publique,44.1
17631,2,Martinique,ZB4, Sud,4,8,RENAISSANCE MARTINIQUE,LMDM,Non,5,M,CHALONS,Fred,CHALONS,Fred,1964-12-02,Cadre administratif et commercial d'entreprise,56.47
17632,2,Martinique,ZB4, Sud,4,8,RENAISSANCE MARTINIQUE,LMDM,Non,6,F,VALGAIRE,Lise,VALGAIRE,Marie-Louise,1977-05-29,Profession intermédiaire de la santé et du travail social,43.99
17633,2,Martinique,ZB4, Sud,4,8,RENAISSANCE MARTINIQUE,LMDM,Non,7,M,VIGILANT,Boris,VIGILANT,Boris,1966-06-15,Employé civil et agent de service de la fonction publique,54.94
17634,2,Martinique,ZB4, Sud,4,8,RENAISSANCE MARTINIQUE,LMDM,Non,8,F,RAMSAHAÏ,Sandra,RAMSAHAÏ,Sandra,1973-02-14,Employé civil et agent de service de la fonction publique,48.27
17635,2,Martinique,ZB4, Sud,4,8,RENAISSANCE MARTINIQUE,LMDM,Non,9,M,AVRIL,Eric,AVRIL,Eric,1954-02-18,Ancien cadre,67.26
17636,2,Martinique,ZB4, Sud,4,8,RENAISSANCE MARTINIQUE,LMDM,Non,10,F,SAINT-CYR,Yasmine,SAINT-CYR,Yasmine,1989-08-17,Artisan,31.77
17637,2,Martinique,ZB4, Sud,4,8,RENAISSANCE MARTINIQUE,LMDM,Non,11,M,RUDIER,Kéran,RUDIER,Kéran,1989-07-16,Profession intermédiaire de la santé et du travail social,31.85
17638,2,Martinique,ZB4, Sud,4,8,RENAISSANCE MARTINIQUE,LMDM,Non,12,F,COMA,Gwenola,COMA,Gwenola,1991-02-20,Employé administratif d'entreprise,30.26
17639,2,Martinique,ZB4, Sud,4,8,RENAISSANCE MARTINIQUE,LMDM,Non,13,M,WURM,Daniel,WURM,Daniel,1950-05-30,Ancien cadre,70.98
17640,2,Martinique,ZB4, Sud,4,8,RENAISSANCE MARTINIQUE,LMDM,Non,14,F,ARDES,Marie-Line Louise,ARDES,Marie-Line,1961-08-25,Commerçant et assimilé,59.75
17641,2,Martinique,ZB4, Sud,4,8,RENAISSANCE MARTINIQUE,LMDM,Non,15,M,CLEORON,Jacques-Michel,CLEORON,Jacques-Michel,1955-03-22,Ancien cadre,66.17
17642,2,Martinique,ZB4, Sud,4,8,RENAISSANCE MARTINIQUE,LMDM,Non,16,F,TISSEUR,Audrey,SANDRESCHI,Audrey,1986-01-17,Personne diverse sans activité professionnelle de moins de 60 ans (sauf retraité),35.35
17643,2,Martinique,ZB1, Centre,5,13,NOU KA FE YONN,LDVG,Oui,1,F,BELLAY,Béatrice,BELLAY,Béatrice,1975-07-25,Cadre de la fonction publique,45.83
17644,2,Martinique,ZB1, Centre,5,13,NOU KA FE YONN,LDVG,Non,2,M,BERET,Frédéric,BERET,Frédéric,1955-12-18,Technicien,65.43
17645,2,Martinique,ZB1, Centre,5,13,NOU KA FE YONN,LDVG,Non,3,F,BELONY,Maguy,BELONY,Maguy,1971-09-12,Agriculteur sur petite exploitation,49.7
17646,2,Martinique,ZB1, Centre,5,13,NOU KA FE YONN,LDVG,Non,4,M,CRISPIN,José Léonce,CRISPIN,José,1973-06-18,Technicien,47.93
17647,2,Martinique,ZB1, Centre,5,13,NOU KA FE YONN,LDVG,Non,5,F,DEROND,Dominique,DEROND,Dominique,1971-02-17,Cadre de la fonction publique,50.26
17648,2,Martinique,ZB1, Centre,5,13,NOU KA FE YONN,LDVG,Non,6,M,SURIAM,Denis Eric,SURIAM,Denis,1954-09-20,Ancien employé,66.67
17649,2,Martinique,ZB1, Centre,5,13,NOU KA FE YONN,LDVG,Non,7,F,THOMERT,Aurélie,THOMERT,Aurélie,1986-06-02,Profession intermédiaire de la santé et du travail social,34.98
17650,2,Martinique,ZB1, Centre,5,13,NOU KA FE YONN,LDVG,Non,8,M,LEBRUN,Thierry,LEBRUN,Thierry,1956-10-27,"Professeur, profession scientifique",64.57
17651,2,Martinique,ZB1, Centre,5,13,NOU KA FE YONN,LDVG,Non,9,F,ROSAMOND,Lucrécia,ROSAMOND,Lucrécia,1991-02-08,Personne diverse sans activité professionnelle de moins de 60 ans (sauf retraité),30.29
17652,2,Martinique,ZB1, Centre,5,13,NOU KA FE YONN,LDVG,Non,10,M,MOUTOUSSAMY,Jean-Philippe,MOUTOUSSAMY,Jean-Philippe,1958-08-20,Ouvrier agricole,62.76
17653,2,Martinique,ZB1, Centre,5,13,NOU KA FE YONN,LDVG,Non,11,F,BASSES,Séverine Pascale,BASSES,Séverine,1974-05-16,Cadre administratif et commercial d'entreprise,47.02
17654,2,Martinique,ZB1, Centre,5,13,NOU KA FE YONN,LDVG,Non,12,M,BOMPART,Frédéric François,BOMPART,Frédéric,1975-03-17,Ouvrier qualifié de type artisanal,46.19
17655,2,Martinique,ZB1, Centre,5,13,NOU KA FE YONN,LDVG,Non,13,F,GHUNAIM,Manuela,GHUNAIM,Manuela,1970-04-20,"Professeur, profession scientifique",51.09
17656,2,Martinique,ZB1, Centre,5,13,NOU KA FE YONN,LDVG,Non,14,M,VASSARD,Marc Erick,VASSARD,Marc,1958-04-26,Cadre de la fonction publique,63.08
17657,2,Martinique,ZB1, Centre,5,13,NOU KA FE YONN,LDVG,Non,15,F,DESTON,Angélique Nadège,DESTON,Angélique,1987-09-18,Artisan,33.68
17658,2,Martinique,ZB1, Centre,5,13,NOU KA FE YONN,LDVG,Non,16,M,GEVAR,Grégory,GEVAR,Grégory,1983-05-12,Ingénieur et cadre technique d'entreprise,38.03
17659,2,Martinique,ZB1, Centre,5,13,NOU KA FE YONN,LDVG,Non,17,F,VALERY,Micheline,MOUTOUCOUMARO,Micheline,1959-08-05,Employé civil et agent de service de la fonction publique,61.8
17660,2,Martinique,ZB2, Nord,5,13,NOU KA FE YONN,LDVG,Non,1,F,CHONVILLE,Nadia,CHONVILLE,Nadia,1989-05-14,"Professeur, profession scientifique",32.03
17661,2,Martinique,ZB2, Nord,5,13,NOU KA FE YONN,LDVG,Non,2,M,GRIFFIT,Joël Marie,GRIFFIT,Joël,1962-08-15,Artisan,58.77
17662,2,Martinique,ZB2, Nord,5,13,NOU KA FE YONN,LDVG,Non,3,F,DELYON,Géraldine,DELYON,Géraldine,1977-04-17,Personnel des services directs aux particuliers,44.1
17663,2,Martinique,ZB2, Nord,5,13,NOU KA FE YONN,LDVG,Non,4,M,MAVOUNGO-NERET,Hugues,MAVOUNGO,Hugues,1982-07-13,Cadre de la fonction publique,38.86
17664,2,Martinique,ZB2, Nord,5,13,NOU KA FE YONN,LDVG,Non,5,F,DESROSES,Annick Danielle,DESROSES,Annick,1969-11-12,"Contremaître, agent de maîtrise",51.53
17665,2,Martinique,ZB2, Nord,5,13,NOU KA FE YONN,LDVG,Non,6,M,CEMERY,René Clément,CEMERY,René,1958-03-16,Commerçant et assimilé,63.19
17666,2,Martinique,ZB2, Nord,5,13,NOU KA FE YONN,LDVG,Non,7,F,LAMBERT,Danièle,BOULANGE,Danièle,1973-03-11,Profession intermédiaire administrative de la fonction publique,48.2
17667,2,Martinique,ZB2, Nord,5,13,NOU KA FE YONN,LDVG,Non,8,M,DINTIMILLE,Patrice,DINTIMILLE,Patrice,1973-02-17,Employé civil et agent de service de la fonction publique,48.26
17668,2,Martinique,ZB2, Nord,5,13,NOU KA FE YONN,LDVG,Non,9,F,LOUIS-STANISLAS,Aurélia,LOUIS-STANISLAS,Aurélia,1990-12-23,Cadre administratif et commercial d'entreprise,30.42
